show_id,type,title,country,director,cast,date_added,release_year,rating,duration,listed_in,count,description
s2120,Movie,Fashion,India,Madhur Bhandarkar,"Priyanka Chopra, Kangana Ranaut, Mugdha Godse, Arbaaz Khan, Arjan Bajwa, Raj Babbar, Kiran Juneja, Samir Soni","August 2, 2018",2008,TV-MA,158 min,"Dramas, International Movies",1,A small-town girl finally realizes her dream of becoming a famous supermodel but soon finds there's a price for her glamorous new life.
s2121,TV Show,Fast & Furious Spy Racers,United States,,"Tyler Posey, Charlet Chung, Jorge Diaz, Camille Ramsey, Luke Youngblood, Renée Elise Goldsberry","December 26, 2020",2020,TV-Y7,3 Seasons,Kids' TV,1,A government agency recruits teen driver Tony Toretto and his thrill-seeking friends to infiltrate a criminal street racing circuit as undercover spies.
s2122,TV Show,Fastest Car,United States,,,"September 20, 2019",2019,TV-MA,2 Seasons,Reality TV,1,The drivers of exotic supercars put their street cred on the line against deceptively fast sleeper cars built and modified by true gearheads.
s2123,Movie,Fat Ballerina - David A. Arnold,United States,Milton Horowitz,David A. Arnold,"March 2, 2020",2020,TV-MA,61 min,Stand-Up Comedy,1,"Finally comfortable in his skin, seasoned comic David A. Arnold shares his talent for doing nothing, how he's petty and why divorce saves marriages."
s2124,Movie,Fatal Affair,United States,Peter Sullivan,"Nia Long, Omar Epps, Stephen Bishop, Maya Stojan, Aubrey Cleland, Carolyn Hennesy","July 16, 2020",2020,TV-14,90 min,Thrillers,1,A lawyer is caught in a terrifying game of cat and mouse when a drink with an old friend escalates into an obsession that jeopardizes everyone she loves.
s2125,TV Show,Fatal Destiny,,,"Arucha Tosawat, Nappon Gomarachun, Phakin Khamwilaisak, Ratchawin Wongviriya, Penpak Sirikul, Saksit Tangtong","July 13, 2018",2016,TV-MA,1 Season,"Crime TV Shows, International TV Shows, TV Action & Adventure",1,A young man from a humble family is drawn into a life of crime – and soon confronts a determined cop in hot pursuit.
s2126,TV Show,Fate/Apocrypha,Japan,,"Natsuki Hanae, Maaya Sakamoto, Kouki Uchiyama, Miyuki Sawashiro, Saori Hayami, Koji Yusa, Makoto Furukawa, Tetsu Inada, Satoshi Tsuruoka, Kei Shindou, Junichi Suwabe, Shunsuke Takeuchi, Ryotaro Okiayu, Mitsuru Miyamoto, Rumi Okubo, Ai Nonaka, Sakura Tange","November 7, 2017",2017,TV-MA,2 Seasons,"Anime Series, International TV Shows",1,The theft of the Greater Grail from Fuyuki City leads to a splintered timeline in which the Great Holy Grail War is waged on an unprecedented scale.
s2127,TV Show,Fate/EXTRA Last Encore,Japan,,"Atsushi Abe, Sakura Tange, Kana Ueda, Hiroshi Kamiya, Noriko Shitaya, Kohsuke Toriumi, Urara Takano, Ai Nonaka, Kunihiko Yasui, Takahiro Mizushima","October 30, 2018",2018,TV-MA,2 Seasons,"Anime Series, International TV Shows",1,"Hakuno Kishinami finds himself in the midst of a Holy Grail war with no memories of how he got there. Through his confusion, he must fight to survive."
s2128,Movie,Fate/Grand Order -First Order-,Japan,Hitoshi Namba,"Nobunaga Shimazaki, Rie Takahashi, Ayako Kawasumi, Madoka Yonezawa, Kenichi Suzumura, Tomokazu Sugita","September 1, 2020",2016,TV-14,72 min,"Action & Adventure, Anime Features, International Movies",1,"Discovering that humanity is facing extinction, a new recruit to the Chaldea Security Organization goes back in time in order to save the future."
s2129,TV Show,Fate/stay night: Unlimited Blade Works,Japan,,"Noriaki Sugiyama, Kana Ueda, Ayako Kawasumi, Junichi Suwabe, Noriko Shitaya, Mai Kadowaki, Masaki Terasoma, Nobutoshi Canna, Atsuko Tanaka, Shinichiro Miki, Yuu Asakawa, Miki Ito, Hiroshi Kamiya, Jouji Nakata, Tomokazu Seki","December 20, 2018",2015,TV-14,2 Seasons,"Anime Series, International TV Shows",1,High school students Rin and Shiro pair up as allies when they're chosen to compete in a secret tournament for possession of the Holy Grail.
s2130,TV Show,Fate/Zero,Japan,,"Rikiya Koyama, Ayako Kawasumi, Sayaka Ohara, Sho Hayami, Tomokazu Seki, Jouji Nakata, Akina Abe, Takumi Yamasaki, Hikaru Midorikawa, Daisuke Namikawa","June 15, 2019",2012,TV-MA,2 Seasons,"Anime Series, International TV Shows",1,"After three unsettled battles for the mystical Holy Grail, an artifact that grants a miracle to those who hold it, a fourth war begins."
s2131,TV Show,Father Brown,United Kingdom,Ian Barber,"Mark Williams, Sorcha Cusack, Nancy Carroll, Alex Price, Hugo Speer, Tom Chambers, Keith Osborn"," March 31, 2018",2017,TV-14,6 Seasons,"British TV Shows, Crime TV Shows, TV Dramas",1,"A modest, compassionate priest doubles as an effective crime solver in this series based on the short stories by G.K. Chesterton."
s2132,Movie,Father of the Year,United States,,"David Spade, Nat Faxon, Joey Bragg, Matt Shively, Bridgit Mendler, Jackie Sandler, Mary Gillis","July 20, 2018",2018,TV-MA,95 min,Comedies,1,A drunken debate between two recent college grads about whose father would win in a fight leads to mayhem when their dads take the challenge seriously.
s2133,Movie,Father Soldier Son,United States,"Leslye Davis, Catrin Einhorn",,"July 17, 2020",2020,R,100 min,Documentaries,1,"After a single father is severely wounded in Afghanistan, he and his sons embark on a journey of sacrifice and a search for redemption."
s2134,Movie,Fatso,India,Rajat Kapoor,"Ranvir Shorey, Gul Panag, Purab Kohli, Neil Bhoopalam, Gunjan Bakshi, Saurabh Shukla, Atul Kumar, Brijendra Kala, Bharati Achrekar, Rahul Vohra","February 15, 2019",2012,TV-14,97 min,"Comedies, Dramas, International Movies",1,"Killed too soon due to a clerical error in heaven, a man is sent back to earth with a new lease on life, this time in the body of his portly friend."
s2135,TV Show,Fauda,Israel,,"Lior Raz, Hisham Suliman, Shadi Mar'i, Laëtitia Eïdo, Tsahi Halevi, Yuval Segal, Neta Garty, Tomer Kapon, Itzik Cohen, Rona-Lee Shim'on, Boaz Konforty, Doron Ben-David","April 16, 2020",2020,TV-MA,3 Seasons,"Crime TV Shows, International TV Shows, TV Action & Adventure",1,"A top Israeli agent comes out of retirement to hunt for a Palestinian militant he thought he'd killed, setting a chaotic chain of events into motion."
s2136,Movie,Fear and Loathing in Las Vegas,United States,Terry Gilliam,"Johnny Depp, Benicio Del Toro, Tobey Maguire, Ellen Barkin, Gary Busey, Christina Ricci, Mark Harmon, Cameron Diaz, Katherine Helmond, Michael Jeter, Craig Bierko, Lyle Lovett, Flea, Christopher Meloni, Harry Dean Stanton, Tim Thomerson","November 1, 2019",1998,R,118 min,"Comedies, Cult Movies, Dramas",1,A sportswriter and his Samoan lawyer embark on a hallucinogenic three-day romp from Los Angeles to Las Vegas in this counterculture cult favorite.
s2137,TV Show,Fear City: New York vs The Mafia,United States,,,"July 22, 2020",2020,TV-MA,1 Season,"Crime TV Shows, Docuseries",1,"Five Mafia families ruled New York with a bloody fist in the 1970s and '80s, until a group of federal agents tried the unthinkable: taking them down."
s2138,TV Show,Fear Files... Har Mod Pe Darr,India,,,"June 1, 2017",2015,TV-MA,1 Season,"International TV Shows, TV Horror, TV Thrillers",1,"Possessed lovers, witches, haunted houses and more bring tales of horror to the screen in this anthology series."
s2139,Movie,Fearless,Canada,Cory Edwards,"Yara Shahidi, Miles Robbins, Miguel J. Pimentel, Gabrielle Union, Jadakiss, Tom Kenny, Angie Martinez, Harland Williams, Fat Joe, Amari McCoy, Dwyane Wade","August 14, 2020",2020,TV-Y7,92 min,"Children & Family Movies, Comedies",1,A teen gamer is forced to level up to full-time babysitter when his favorite video game drops three superpowered infants from space into his backyard.
s2140,TV Show,Feel Good,United Kingdom,Ally Pankiw,"Mae Martin, Charlotte Ritchie, Lisa Kudrow, Sophie Thompson, Tom Andrews, Tobi Bamtefa, Phil Burgers, Ophelia Lovibond, Adrian Lukis, Ritu Arya, Ramon Tikaram","March 20, 2020",2020,TV-MA,1 Season,"Romantic TV Shows, TV Comedies, TV Dramas",1,"Stand-up comic Mae Martin navigates a passionate, messy new relationship with her girlfriend, George, while dealing with the challenges of sobriety."
s2141,Movie,Feel Rich,United States,Peter Spirer,"Quincy Jones, Common, Russell Simmons, Fat Joe, Paul Wall, Quincy Jones III","August 23, 2017",2017,TV-MA,70 min,Documentaries,1,"Talking squarely to the hip-hop generation, musicians, athletes and others outline the benefits of exercise, a healthy diet and spiritual wellness."
s2142,Movie,Feel the Beat,United States,Elissa Down,"Sofia Carson, Wolfgang Novogratz, Donna Lynne Champlin, Eva Hauge, Rex Lee, Brandon Kyle Goodman, Lidya Jewett, Sadie Lapidus, Johanna Colón, Shaylee Mansfield, Shiloh Nelson, Justin Allan, Carina Battrick, Kai Zen, Marissa Jaret Winokur, Enrico Colantoni, Dennis Andres","June 19, 2020",2020,TV-G,110 min,"Children & Family Movies, Comedies, Dramas",1,"After blowing a Broadway audition, a self-centered dancer reluctantly returns home and agrees to coach a squad of young misfits for a big competition."
s2143,TV Show,Felipe Esparza: Bad Decisions,United States,,Felipe Esparza,"September 1, 2020",2020,TV-MA,1 Season,"Stand-Up Comedy & Talk Shows, TV Comedies",1,"Two live performances, one in English and one in Spanish. No matter the language, Felipe Esparza is muy muy."
s2144,Movie,Felipe Esparza: They're Not Going to Laugh at You,United States,Scott L. Montoya,Felipe Esparza,"July 3, 2018",2012,TV-MA,58 min,Stand-Up Comedy,1,"""Last Comic Standing"" winner Felipe Esparza runs riot in his first comedy special with his wry comments on life as a wild man from East Los Angeles."
s2145,Movie,Felipe Neto: My Life Makes No Sense,Brazil,Diego Pignataro,Felipe Neto,"March 24, 2017",2017,TV-MA,91 min,Stand-Up Comedy,1,"YouTube sensation Felipe Neto brings the stories from his autobiographical book ""Não Faz Sentido!"" to the stage in this comedy special."
s2146,Movie,Felix Lobrecht: Hype,Germany,Jan-Peter Horns,Felix Lobrecht,"November 3, 2020",2020,TV-MA,60 min,Stand-Up Comedy,1,"Felix Lobrecht aims his dark humor at overly polite culture, weird laughter, the sheer awkwardness of a walking baby and more in this stand-up special."
s2147,Movie,Feminists: What Were They Thinking?,United States,Johanna Demetrakas,,"October 12, 2018",2018,TV-MA,86 min,"Documentaries, LGBTQ Movies",1,"Revisiting 1970s photos of women that captured a feminist awakening, this film explores those women's lives and examines the continued need for change."
s2148,Movie,Feo pero sabroso,Colombia,Fernando Ayllón,"Iván Marín, Lina Cardona, Carlos Barbosa, Ana Cristina Botero, Karine Amaya, Fabiola Posada, Nelson Polanía, Andrea Carvajal, Rocío Tavera, Alberto Saavedra, Christian López, Jorge Herrera, Ricardo Quevedo","August 30, 2019",2018,TV-MA,91 min,"Comedies, International Movies",1,"When an unattractive man gets engaged to a beautiful woman, their families oppose the union and the priest set to perform the ceremony is kidnapped."
s2149,Movie,Fernando Sanjiao: Hombre,Argentina,"Raúl Campos, Jan Suter",Fernando Sanjiao,"May 25, 2018",2018,TV-MA,63 min,Stand-Up Comedy,1,Argentine actor and comedian Fernando Sanjiao uses humor and impersonations to explore the concepts of masculinity and fatherhood in modern times.
s2150,Movie,Ferrari Ki Sawaari,India,Rajesh Mapuskar,"Sharman Joshi, Boman Irani, Ritwik Sahore, Paresh Rawal, Deepak Shirke, Satyadeep Misra, Aakash Dabhade, Nilesh Diwekar, Vidya Balan","August 1, 2019",2012,TV-PG,133 min,"Comedies, International Movies, Sports Movies",1,A father winds up involved with a stolen Ferrari as he tries to acquire the money to send his son to the leading cricket academy.
s2151,Movie,Ferris Bueller's Day Off,United States,John Hughes,"Matthew Broderick, Alan Ruck, Mia Sara, Jeffrey Jones, Jennifer Grey, Cindy Pickett, Lyman Ward, Edie McClurg, Charlie Sheen, Kristy Swanson, Ben Stein, Del Close","January 3, 2020",1986,PG-13,103 min,"Classic Movies, Comedies, Cult Movies",1,"Ferris convinces his entire school he's at death's door, then hits the streets of Chicago with his girlfriend and best friend for a day of fun."
s2152,Movie,Fida,India,Ken Ghosh,"Fardeen Khan, Kareena Kapoor, Shahid Kapoor, Kim Sharma, Akhilendra Mishra","October 13, 2020",2004,TV-14,117 min,"International Movies, Romantic Movies, Thrillers",1,An all-around nice guy finds himself in a dangerous situation after he makes the ultimate sacrifice for the woman he loves in this drama.
s2153,Movie,Fiddler on the Roof,United States,Norman Jewison,"Topol, Norma Crane, Leonard Frey, Molly Picon, Paul Mann, Rosalind Harris, Michele Marsh, Neva Small, Paul Michael Glaser, Ray Lovelock","July 1, 2020",1971,G,181 min,"Classic Movies, Dramas, Music & Musicals",1,"This adaptation of the musical chronicles the trials of a Jewish peasant, his wife, and their three strong-willed daughters in pre-revolutionary Russia."
s2154,Movie,Fierce,Poland,Anna Wieczur-Bluszcz,"Katarzyna Sawczuk, Maciej Zakościelny, Anita Sokołowska, Julia Kamińska, Tomasz Karolak, Maria Pakulnis, Barbara Wypych, Wojciech Solarz, Adrian Majewski, Michał Piprowski, Urszula Dudziak, Krzysztof Ibisz","December 2, 2020",2020,TV-MA,118 min,"Comedies, Dramas, International Movies",1,"A gifted young singer becomes an instant sensation on a popular talent show. But her real goal is earning the love of her father, a member of the jury."
s2155,Movie,Fifty,Nigeria,Biyi Bandele,"Dakore Akande, Ireti Doyle, Nse Ikpe-Etim, Omoni Oboli","December 28, 2015",2015,NR,101 min,"Dramas, International Movies",1,"In Lagos, Nigeria, four successful women on the verge of 50 take stock of their lives and loves over the course of one week."
s2156,Movie,Fifty Year Old Teenager,,Fouad Al Shatti,"Abdulhussain Abdulredah, Haifaa Adel, Dawood Hussain, Mohamed Gaber","May 21, 2020",1996,TV-14,204 min,"Comedies, International Movies",1,The life of a married 50-year-old doctor turns topsy-turvy when he falls in love with a younger woman and begins to act like a teenager.
s2157,TV Show,Fifty: The Series,Nigeria,,"Ireti Doyle, Keira Hewatch, Dakore Akande, Omoni Oboli, Uzor Osimkpa, Wale Ojo, Timini Egbuson, Chris Attoh, Kachi Nnochiri","February 7, 2020",2018,TV-14,2 Seasons,"International TV Shows, Romantic TV Shows, TV Dramas",1,"Juggling careers and families, four ambitious women faced with unique crises weigh the consequences of their choices as they approach turning 50."
s2158,Movie,Figaro Pho,United Kingdom,Luke Jurevicius,Luke Jurevicius,"September 1, 2016",2008,TV-Y7,29 min,"Children & Family Movies, Comedies",1,Quirky little Figaro has a whole alphabet's worth of phobias. These wordless animated shorts follow his many fears from A to Z.
s2159,TV Show,FIGHTWORLD,,Padraic McKinley,Frank Grillo,"October 12, 2018",2018,TV-MA,1 Season,Docuseries,1,"Actor and fight enthusiast Frank Grillo travels the world, immersing himself in different fight cultures to understand their traditions and motivations."
s2160,Movie,Figures of Speech,United States,Ari Levinson,Chris Pine,"December 21, 2016",2016,TV-PG,92 min,Documentaries,1,"In this documentary, passionate high schoolers travel the country and come of age during a turbulent yearlong prep for a national speech competition."
s2161,TV Show,Filinta,Turkey,,"Onur Tuna, Serhat Tutumluer, Mehmet Özgür, Naz Elmas, Kayra Şenocak, Kamil Güler, Ceyhun Ergin, Burcu Çoban, Umut Kırcalı, Sencer Serta","April 15, 2017",2015,TV-14,2 Seasons,"Crime TV Shows, International TV Shows, TV Action & Adventure",1,"In 19th-century Istanbul, a young police officer investigates crimes and falls in love with the daughter of a wealthy merchant conspiring against him."
s2162,Movie,Filmworker,United States,Tony Zierra,Leon Vitali,"November 1, 2018",2017,TV-MA,94 min,Documentaries,1,Leon Vitali had a thriving acting career most others would envy. Then he gave it all up to devote himself completely to the vision of Stanley Kubrick.
